分类,公司,上班时间(原文),公司_规范,下班时间(原文),公司_集团,公司评分,评分等级,部门,部门_规范,岗位,岗位_规范,base地,城市,上班时间(标准),下班时间(标准),工作时长_小时,一周工作天数,工作天数(数字),午饭时间,晚饭时间,周三是否特殊,周五是否特殊,新人是否日报/周报,行业,行业细分,补齐标记,备注,35岁比例,福利,外资,来源
互联网,英雄互娱,9.3,英雄互娱,21,英雄互娱,52.7,偏卷,极速,极速,产品,产品经理,广州,广州,09:18,21:00,11.7,5,5,未填写,18:00,7点走,6点半走,否,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,0,,否,总表
互联网,Juicedata,10:00:00,Juicedata,18:00:00,Juicedata,100,舒适,研发部,技术/研发,后端,后端开发,杭州,杭州,10:00,18:00,8,5,5,12:00,回家吃,未填写,未填写,周报简单,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,135正常上下班，24在家办公,,,否,总表
互联网,海康威视,8:30-9:00,海康威视,20:30-22:00,海康威视,87.5,舒适,基础研发部,技术/研发,客户端,客户端开发,杭州,杭州,08:30,20:30,12,大小周,5,11:40,17:30,否,否,是,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,工作天数,,,,否,总表
互联网,土巴兔,09:30:00,土巴兔,21:00:00,土巴兔,67.3,一般,开发,技术/研发,后端,后端开发,深圳,深圳,09:30,21:00,11.5,5,5,12:00,18:30,否,否,是,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,44251,,否,总表
互联网,上海友塔游戏,11am,上海友塔游戏,9-11pm,上海友塔游戏,69.4,一般,研发部分slg项目,技术/研发,策划,策划,上海,上海,11:00,21:00,10,大小周,,12:00,18:00,发版，视工作量决定，一般不会超过早上一点,否,都有,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,,,否,总表
互联网,杭州兑吧,09:30:00,杭州兑吧,8：30之后 每周有时间规定,杭州兑吧,59.8,一般,设计部门,设计,设计,设计,成都,成都,09:30,20:30,11,5,5,14:00,13:00,否,否,周报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,经常加班，每天八小时工作任务安排满的，修改就加班。最低加班时间有要求,,,否,总表
互联网,杭州昼光科技,9:30-10:00，可在家办公,杭州昼光科技,18:30-19:00,杭州昼光科技,92.4,舒适,软件开发,技术/研发,前端， 客户端,前端开发/客户端开发,杭州,杭州,09:30,18:30,9,5,5,11:30,19:00,否,否,人人都50字内简短日报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,,,否,总表
互联网,百度,10:00-10:30,百度,21:00:00,百度,75,良好,基础架构部,技术/研发,后端,后端开发,北京,北京,10:00,21:00,11,5,5,14:00,13:00,未填写,未填写,只有周报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,,,否,总表
互联网,倍业科技,10:00:00,倍业科技,19:00:00,倍业科技,89.2,舒适,技术部,技术/研发,后端， 前端， 数据分析， 客户端,后端开发/前端开发/数据分析/客户端开发,上海,上海,10:00,19:00,9,5,5,12:00,18:00,否,是,是,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,,,否,总表
互联网,阿里巴巴,09:30:00,阿里巴巴,21:00~22:00,阿里巴巴,78.5,良好,阿里云,阿里云,其他,其他,杭州,杭州,09:30,21:00,11.5,5,5,12:30,18:00,否,否,是,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,,,否,总表
互联网,京东,平均9点半,京东,非大促平均8点，大促平均9点多,京东,80.5,良好,京东零售,电商,设计,设计,北京,北京,09:00,20:00,11,5,5,11:30,18:50,否,否,周报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， F 批发和零售业,互联网/软件,,,44200,,否,总表
互联网,京东,8:00开始早会持续到到9点,京东,常态8点往后有时集体12点大促常态过零点,京东,80.5,良好,运营,运营,数据分析,数据分析,somewhere,北京,08:00,08:00,,7 双休照常  只是在家办公,7,12:00,不固定,开会,无 照常晚8点之后,新老都有周报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,城市,需要支援拣货打包,不透露,,否,总表
互联网,快手,10:00-10:15,快手,09:00-09:15,快手,67.5,一般,商业化,销售/商业化,后端,后端开发,北京,北京,10:00,21:00,11,5,5,12:00,19:00,否,是,周报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,44299,,否,总表
互联网,字节跳动,11,字节跳动,9,字节跳动,70.2,良好,TikTok商业化,销售/商业化,运营,运营,上海,上海,11:00,21:00,10,5,5,13:00,13:00,是,是,周报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， R 文化、体育和娱乐业,互联网/软件,,,44210,,否,总表
互联网,完美世界,10:00:00,完美世界,09:00:00,完美世界,76.8,良好,乘风工作室,乘风工作室,设计,设计,上海,上海,10:00,21:00,11,不忙的时候5，忙的时候大小周,5,12:30,18:00,不忙的时候，周二6:30下班,不忙的时候6:30下班,日报周报都有,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,无加班费可调休，周六不算加班费不算调休,,,否,总表
互联网,字节跳动,10:30:00,字节跳动,23:00:00,字节跳动,70.2,良好,电商,电商,后端,后端开发,上海,上海,10:30,23:00,12.5,5,5,12:00,19:00,未填写,会比平时早下班,否,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,,,否,总表
互联网,字节跳动,10:00:00,字节跳动,07:30:00,字节跳动,70.2,良好,游戏,游戏,产品,产品经理,北京,北京,10:00,19:30,9.5,5,5,12:30,19:30,否,否,否,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， R 文化、体育和娱乐业,互联网/软件,,,5/120,,否,总表
互联网,大汉软件股份有限公司,9,大汉软件,九十点,大汉软件,92.4,舒适,应用开发部,技术/研发,后端,后端开发,南京,南京,09:00,18:00,9,五天，但是要求24小时钉钉时刻保持在线,5,12:00,未填写,未填写,未填写,未填写,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,工作天数;下班时间,加班没工资，经常无效加班,0/10,,否,总表
互联网,Google,9am,谷歌,5pm,谷歌,100,舒适,云计算,云计算,销售,销售,一线,一线,09:00,17:00,8,5,5,不固定,不固定,否,有，下午有一些活动,未填写,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,时间自由安排，trust base,15/18,,否,总表
互联网,腾讯,10,腾讯,21,腾讯,79.1,良好,CDG,CDG,项目管理,项目管理,深圳,深圳,10:00,21:00,11,5,5,11:00,17:00,否,是,周报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,,,否,总表
互联网,广州思迈特软件,9-9：30,广州思迈特软件,一般6点多，自己活没做完的话，就最多加到9点公司人走光了。,广州思迈特软件,92.4,舒适,研发,技术/研发,后端， 前端， 全栈,后端开发/前端开发/全栈开发,广州,广州,09:00,18:00,9,5,5,11:00,18:00,未填写,无，一般周五大家都走的比较早,新人写,互联网， 民营企业,互联网/软件,,,基本都是90后吧，有几个核心老员工35+,,否,总表
互联网,京东,9:00 可以晚到,京东,8-11点,京东,80.5,良好,物流,供应链/物流,运营,运营,北京亦庄,北京,09:00,20:00,11,5,5,12:00,不固定,否,随意,是,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,44385,,否,总表
互联网,万兴科技,09:00:00,万兴科技,22:20:00,万兴科技,56.7,一般,研发,技术/研发,客户端,客户端开发,深圳,深圳,09:00,22:20,13.3,5，有时候周六周日会无偿加班,5,12:00,18:00,未填写,一般 18:00 走,不论新人老人都要求日报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,,,否,总表
互联网,同花顺,9:00-10:00,同花顺,20:30-21:30,同花顺,91,舒适,iFinD,iFinD,产品,产品经理,杭州,杭州,09:00,20:30,11.5,大小周,5,11:30,17:30,否,可17:30下班,是,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,工作天数,隐性标准最低平均工时11.5h，不足会约谈补工时,,,否,总表
互联网,普华永道信息技术（上海）有限公司,10点,普华永道信息技术（上海）,6点,普华永道信息技术（上海）,100,舒适,Digital,技术/研发,产品,产品经理,上海,上海,10:00,18:00,8,5,5,12:00,不固定,否,夏天周五下午不上班,否,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业， 外企,外企,,在家办公为主，一周只需要去公司一天,0.1,,未填写,总表
互联网,广州蝴蝶效应,9,广州蝴蝶效应,21,广州蝴蝶效应,50,偏卷,策划,策划,产品， 设计,产品经理/设计,广州,广州,09:00,21:00,12,5,5,12:00,18:00,周三六点半下班,周五六点半下班,否,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,,,否,总表
互联网,搜狐畅游,10点,搜狐畅游,10点,搜狐,58.8,一般,天龙工作室pz,天龙工作室pz,产品,产品经理,北京,北京,10:00,10:00,,6天,6,12:00,18:00,否,可以7点下班,所有人都要周报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,无论忙不忙，都是强制10点以后才能下班。天龙遗留的加班传统，据说以前各项目还会拿出来攀比。,44377,,否,总表
互联网,阿里巴巴钉钉,09:30:00,阿里巴巴,09:00:00,阿里巴巴,78.5,良好,算法,算法,后端， 算法,后端开发/算法,杭州,杭州,09:30,21:00,11.5,5(周末 on call),5,12:00,18:00,晚上可以参加运动,一般6点下班,是,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,44205,,否,总表
互联网,北汽新能源,09:00:00,北汽新能源,17:30:00,北汽新能源,95.5,舒适,智能驾驶开发部,技术/研发,产品， 全栈,产品经理/全栈开发,北京,北京,09:00,17:30,8.5,5,5,11:30,17:00,否,否,未填写,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， C 制造业（包括通信 纺织 机械 汽车 硬件）， G 交通运输、仓储和邮政业,互联网/软件,,管理混乱,35/37,,否,总表
互联网,国泰新点辽宁分公司,08:30:00,国泰新点辽宁,6：30以后,国泰新点辽宁,78,良好,电子交易,电子交易,后端， 前端,后端开发/前端开发,辽宁沈阳,沈阳,08:30,18:30,10,五天,,11:30,未填写,否,否,是,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,日均加班2小时,1/68,,否,总表
互联网,谷歌,44450,谷歌,44292,谷歌,100,舒适,北京办公室,北京办公室,后端,后端开发,北京,北京,10:00,17:00,7,5,5,12:00,17:00,否,否,否,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,上班时间;下班时间,完全自由安排时间，每天工作在公司时间不足八小时，允许远程,,,否,总表
互联网,Deleted,09:00:00,Deleted,20:00:00,Deleted,54.8,偏卷,Deleted,Deleted,后端， 前端， 运维（SRE）， 测试（测开）， 客户端,后端开发/前端开发/运维/测试/客户端开发,深圳,深圳,09:00,20:00,11,6,6,11:40,17:40,周三18:30,周五18:30,全体周报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， 国企,互联网/软件,,单休，周六可以迟到一会,5/40,,否,总表
互联网,朴朴,09:00:00,朴朴,20:00:00,朴朴,56.3,一般,运营,运营,运营,运营,福州,福州,09:00,20:00,11,44322,,12:00,19:00,未填写,未填写,未填写,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， F 批发和零售业,互联网/软件,,,,,否,总表
互联网,字节,10:00:00,字节跳动,10:00:00,字节跳动,70.2,良好,EE team,EE team,后端,后端开发,成都,成都,10:00,10:00,,5,5,12:00,19:00,否,是,是,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,无三十五岁以上的员工,,否,总表
互联网,墨墨背单词,09:00:00,墨墨背单词,18:00:00,墨墨背单词,92.4,舒适,数据算法组,算法,算法， 数据分析,算法/数据分析,清远,清远,09:00,18:00,9,5,5,12:30,回家吃,未填写,未填写,未填写,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， P 教育业,互联网/软件,,,,,否,总表
互联网,途游游戏,09:30:00,途游游戏,表面6:30，实际要9点10点,途游游戏,87,舒适,第九游戏中心,游戏,产品,产品经理,北京,北京,09:30,18:30,9,大小周起步，忙的时候不止,,12:00,18:30,否,否,是，日报周报月报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,非常卷，形式主义严重，大小周没有加班费也没有调休，基本接近996，压榨员工严重，已跑路,,,否,总表
互联网,华为,09:30:00,华为,20：30—23：00,华为,78.8,良好,2012中软某部门,未披露,后端,后端开发,北京,北京,09:30,20:30,11,5,5,12:00,18:00,可以稍微早点走（有事可以六点走）,同周三,周报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,仅代表本部门。有其他部门或项目组也没这么累,44238,,否,总表
互联网,OPPO,9:00-9:30,OPPO,19:30-21:30 有线上问题延迟下班,OPPO,87.8,舒适,商业平台部,平台/中台,后端， 前端， 产品， 测试（测开）,后端开发/前端开发/产品经理/测试,深圳,深圳,09:00,19:30,10.5,5,5,12:00,18:00,否，周四运动日晚上可直接下班(想不到吧),是，可提前下班,周报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， C 制造业（包括通信 纺织 机械 汽车 硬件）,互联网/软件,,13:00-14:00统一熄灯午休,极少，但有，写了容易被定位,,否,总表
互联网,腾讯,10-10.30,腾讯,9-10，,腾讯,79.1,良好,内容平台部/内容处理与理解研发中心,技术/研发,后端,后端开发,北京,北京,10:00,21:00,11,5,5,12:00,18:00,否,否,未填写,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,总体来说组内氛围还挺好的，ld也人也很nice，也不用天天开会，写周报什么的。但业务大体是做一些对内的，有点接近运维,,,否,总表
互联网,阿里灵犀,09:30:00,阿里巴巴,6:30 加班不多 每周多呆两三个小时吧非常舒适！！！！快投简历！！！,阿里巴巴,78.5,良好,技术中台,技术/研发,后端， 前端， 产品， 运营， 全栈， 客户端,后端开发/前端开发/产品经理/运营/全栈开发/客户端开发,广州,广州,09:30,18:30,9,5,5,12:00,18:00,否,否,日报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,20% 左右吧 偏年轻化，但是35以上还在的确实都很强,,否,总表
互联网,欢乐扬帆FunFumla,10:30:00,欢乐扬帆FunFumla,22:00:00,欢乐扬帆FunFumla,50,偏卷,游戏研发,技术/研发,前端,前端开发,北京,北京,10:30,22:00,11.5,5,5,12:00,19:00,否,否,否,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,,,否,总表
互联网,soul,10:00:00,soul,09:00:00,soul,57.6,一般,中台,平台/中台,后端,后端开发,上海,上海,10:00,21:00,11,5,5,11:50,18:00,否,否,周报,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,互联网/软件,,,,,否,总表
互联网,电讯盈科,9-11（弹性）,电讯盈科,6-8（弹性）,电讯盈科,92.4,舒适,AD,AD,后端,后端开发,深圳，广州,深圳,09:00,18:00,9,5,5,14:00,回家吃,未填写,未填写,未填写,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， 外企,外企,,,,,未填写,总表
